"RACEID","YEAR","ROUND","NAME","F1DATE","TIME","URL","SCORE","DNF_COUNT","DNF_DUE_TO_ACCIDENT_COUNT","WEATHER","WEATHER_WET","CIRCUITREF","YEAR_C","RACE_COUNT","NAME_YEAR","OVERTAKEN_POSITIONS_TOTAL"
670,1968,4,"Belgian Grand Prix",09-JUN-68,"\N","http://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix",,13,1,"Overcast, Dry","N","spa","1968",1,"1968 Belgian Grand Prix",0
675,1968,9,"Italian Grand Prix",08-SEP-68,"\N","http://en.wikipedia.org/wiki/1968_Italian_Grand_Prix",,16,3,"Hot, Dry","N","monza","1968",1,"1968 Italian Grand Prix",0
661,1969,6,"British Grand Prix",19-JUL-69,"\N","http://en.wikipedia.org/wiki/1969_British_Grand_Prix",,7,0,"Overcast, dry","N","silverstone","1969",1,"1969 British Grand Prix",0
657,1969,2,"Spanish Grand Prix",04-MAY-69,"\N","http://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix",,8,2,"Sunny, mild, dry","N","montjuic","1969",1,"1969 Spanish Grand Prix",0
649,1970,7,"British Grand Prix",18-JUL-70,"\N","http://en.wikipedia.org/wiki/1970_British_Grand_Prix",,14,2,"not found","N","brands_hatch","1970",1,"1970 British Grand Prix",0
644,1970,2,"Spanish Grand Prix",19-APR-70,"\N","http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix",,17,2,"not found","N","jarama","1970",1,"1970 Spanish Grand Prix",0
640,1971,9,"Italian Grand Prix",05-SEP-71,"\N","http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix",,14,1,"not found","N","monza","1971",1,"1971 Italian Grand Prix",0
106,2004,17,"Japanese Grand Prix",10-OCT-04,"\N","http://en.wikipedia.org/wiki/2004_Japanese_Grand_Prix",,4,3,"Sunny","N","suzuka","2004",1,"2004 Japanese Grand Prix",171
77,2005,7,"European Grand Prix",29-MAY-05,"14:00:00","http://en.wikipedia.org/wiki/2005_European_Grand_Prix",,3,3,"Partly cloudy, hot and dry","N","nurburgring","2005",1,"2005 European Grand Prix",123
57,2006,5,"European Grand Prix",07-MAY-06,"14:00:00","http://en.wikipedia.org/wiki/2006_European_Grand_Prix",,9,2,"not found","N","nurburgring","2006",1,"2006 European Grand Prix",112
45,2007,10,"European Grand Prix",22-JUL-07,"12:00:00","http://en.wikipedia.org/wiki/2007_European_Grand_Prix",,9,6,"Heavy Rain on Lap 1. Drying track at restart. Light Rain before the finish.","Y","nurburgring","2007",1,"2007 European Grand Prix",189
784,1956,1,"Argentine Grand Prix",22-JAN-56,"\N","http://en.wikipedia.org/wiki/1956_Argentine_Grand_Prix",,7,2,"Overcast but dry","N","galvez","1956",1,"1956 Argentine Grand Prix",0
620,1972,1,"Argentine Grand Prix",23-JAN-72,"\N","http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix",,11,1,"not found","N","galvez","1972",1,"1972 Argentine Grand Prix",0
590,1974,1,"Argentine Grand Prix",13-JAN-74,"\N","http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix",,14,2,"Hot and sunny","N","galvez","1974",1,"1974 Argentine Grand Prix",0
576,1975,1,"Argentine Grand Prix",12-JAN-75,"\N","http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix",,10,1,"Hot and sunny","N","galvez","1975",1,"1975 Argentine Grand Prix",0
72,2005,2,"Malaysian Grand Prix",20-MAR-05,"15:00:00","http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix",,7,4,"Fine, Air: 34–36°C (93–97°F) and Track: 44–50°C (111–122°F)","N","sepang","2005",1,"2005 Malaysian Grand Prix",82
52,2007,17,"Brazilian Grand Prix",21-OCT-07,"16:00:00","http://en.wikipedia.org/wiki/2007_Brazilian_Grand_Prix",,8,3,"not found","N","interlagos","2007",1,"2007 Brazilian Grand Prix",125
773,1958,9,"Portuguese Grand Prix",24-AUG-58,"\N","http://en.wikipedia.org/wiki/1958_Portuguese_Grand_Prix",,6,2,"not found","N","boavista","1958",1,"1958 Portuguese Grand Prix",0
486,1981,4,"San Marino Grand Prix",03-MAY-81,"\N","http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix",,19,6,"Rain, cold","Y","imola","1981",1,"1981 San Marino Grand Prix",0
451,1984,16,"Portuguese Grand Prix",21-OCT-84,"\N","http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix",,11,1,"Dry","N","estoril","1984",1,"1984 Portuguese Grand Prix",0
421,1985,2,"Portuguese Grand Prix",21-APR-85,"\N","http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix",,17,7,"Overcast, Cold, Rain","Y","estoril","1985",1,"1985 Portuguese Grand Prix",0
417,1986,14,"Portuguese Grand Prix",21-SEP-86,"\N","http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix",,15,2,"Dry","N","estoril","1986",1,"1986 Portuguese Grand Prix",0
399,1987,12,"Portuguese Grand Prix",20-SEP-87,"\N","http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix",,14,2,"Dry","N","estoril","1987",1,"1987 Portuguese Grand Prix",0
276,1993,4,"San Marino Grand Prix",25-APR-93,"\N","http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix",,19,6,"Wet at start, dry later","Y","imola","1993",1,"1993 San Marino Grand Prix",0
259,1994,3,"San Marino Grand Prix",01-MAY-94,"\N","http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix",,16,9,"Sunny","N","imola","1994",1,"1994 San Marino Grand Prix",0
252,1995,13,"Portuguese Grand Prix",24-SEP-95,"\N","http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix",,7,2,"Sunny","N","estoril","1995",1,"1995 Portuguese Grand Prix",0
36,2007,1,"Australian Grand Prix",18-MAR-07,"3:00:00","http://en.wikipedia.org/wiki/2007_Australian_Grand_Prix",,5,3,"Clear with temperatures reaching up to 21 °C (70 °F)[1]","N","albert_park","2007",1,"2007 Australian Grand Prix",125
764,1959,9,"United States Grand Prix",12-DEC-59,"\N","http://en.wikipedia.org/wiki/1959_United_States_Grand_Prix",,13,1,"Sunny with temperatures reaching up to 77 °F (25 °C); winds gusting up to 14 miles per hour (23 km/h)[1]","N","sebring","1959",1,"1959 United States Grand Prix",0
755,1960,10,"United States Grand Prix",20-NOV-60,"\N","http://en.wikipedia.org/wiki/1960_United_States_Grand_Prix",,7,2,"Temperatures up to 75.9 °F (24.4 °C); wind speeds up to 9.9 miles per hour (15.9 km/h)[1]","N","riverside","1960",1,"1960 United States Grand Prix",0
745,1961,8,"United States Grand Prix",08-OCT-61,"\N","http://en.wikipedia.org/wiki/1961_United_States_Grand_Prix",,9,1,"Temperatures up to 72 °F (22 °C); wind speeds up to 8.9 miles per hour (14.3 km/h)[1]","N","watkins_glen","1961",1,"1961 United States Grand Prix",0
737,1962,9,"South African Grand Prix",29-DEC-62,"\N","http://en.wikipedia.org/wiki/1962_South_African_Grand_Prix",,11,0,"Dry, windy","N","george","1962",1,"1962 South African Grand Prix",0
728,1963,10,"South African Grand Prix",28-DEC-63,"\N","http://en.wikipedia.org/wiki/1963_South_African_Grand_Prix",,10,2,"Hot, dry and windy","N","george","1963",1,"1963 South African Grand Prix",0
726,1963,8,"United States Grand Prix",06-OCT-63,"\N","http://en.wikipedia.org/wiki/1963_United_States_Grand_Prix",,16,0,"Sunny","N","watkins_glen","1963",1,"1963 United States Grand Prix",0
717,1964,9,"United States Grand Prix",04-OCT-64,"\N","http://en.wikipedia.org/wiki/1964_United_States_Grand_Prix",,14,0,"Sunny, warm","N","watkins_glen","1964",1,"1964 United States Grand Prix",0
699,1965,1,"South African Grand Prix",01-JAN-65,"\N","http://en.wikipedia.org/wiki/1965_South_African_Grand_Prix",,17,0,"not found","N","george","1965",1,"1965 South African Grand Prix",0
707,1965,9,"United States Grand Prix",03-OCT-65,"\N","http://en.wikipedia.org/wiki/1965_United_States_Grand_Prix",,5,1,"not found","N","watkins_glen","1965",1,"1965 United States Grand Prix",0
697,1966,8,"United States Grand Prix",02-OCT-66,"\N","http://en.wikipedia.org/wiki/1966_United_States_Grand_Prix",,14,0,"Cool, dry","N","watkins_glen","1966",1,"1966 United States Grand Prix",0
679,1967,1,"South African Grand Prix",02-JAN-67,"\N","http://en.wikipedia.org/wiki/1967_South_African_Grand_Prix",,12,2,"not found","N","kyalami","1967",1,"1967 South African Grand Prix",0
688,1967,10,"United States Grand Prix",01-OCT-67,"\N","http://en.wikipedia.org/wiki/1967_United_States_Grand_Prix",,11,0,"Sunny","N","watkins_glen","1967",1,"1967 United States Grand Prix",0
667,1968,1,"South African Grand Prix",01-JAN-68,"\N","http://en.wikipedia.org/wiki/1968_South_African_Grand_Prix",,14,1,"Very hot, dry","N","kyalami","1968",1,"1968 South African Grand Prix",0
677,1968,11,"United States Grand Prix",06-OCT-68,"\N","http://en.wikipedia.org/wiki/1968_United_States_Grand_Prix",,14,1,"Temperatures reaching a maximum of 51.1 °F (10.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1]","N","watkins_glen","1968",1,"1968 United States Grand Prix",0
656,1969,1,"South African Grand Prix",01-MAR-69,"\N","http://en.wikipedia.org/wiki/1969_South_African_Grand_Prix",,10,0,"Hot, Dry","N","kyalami","1969",1,"1969 South African Grand Prix",0
654,1970,12,"United States Grand Prix",04-OCT-70,"\N","http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix",,13,0,"Cloudy and dry with temperatures reaching up to 50 °F (10 °C); winds gusting up to 15.9 miles per hour (25.6 km/h)[1]","N","watkins_glen","1970",1,"1970 United States Grand Prix",0
632,1971,1,"South African Grand Prix",06-MAR-71,"\N","http://en.wikipedia.org/wiki/1971_South_African_Grand_Prix",,12,1,"Sunny, Hot, Dry","N","kyalami","1971",1,"1971 South African Grand Prix",0
621,1972,2,"South African Grand Prix",04-MAR-72,"\N","http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix",,10,1,"Sunny, Hot, Dry","N","kyalami","1972",1,"1972 South African Grand Prix",0
631,1972,12,"United States Grand Prix",08-OCT-72,"\N","http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix",,15,2,"Sunny at start, brief showers late","Y","watkins_glen","1972",1,"1972 United States Grand Prix",0
619,1973,15,"United States Grand Prix",07-OCT-73,"\N","http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix",,13,2,"Cloudy with temperatures approaching 68 °F (20 °C); wind speeds up to 8 miles per hour (13 km/h)[1]","N","watkins_glen","1973",1,"1973 United States Grand Prix",0
592,1974,3,"South African Grand Prix",30-MAR-74,"\N","http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix",,9,1,"not found","N","kyalami","1974",1,"1974 South African Grand Prix",0
578,1975,3,"South African Grand Prix",01-MAR-75,"\N","http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix",,13,1,"Sunny","N","kyalami","1975",1,"1975 South African Grand Prix",0
589,1975,14,"United States Grand Prix",05-OCT-75,"\N","http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix",,14,4,"Partly sunny with temperatures reaching a maximum of 69.1 °F (20.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1]","N","watkins_glen","1975",1,"1975 United States Grand Prix",0
574,1976,15,"United States Grand Prix",10-OCT-76,"\N","http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix",,13,3,"Sunny with temperatures reaching up to 61 °F (16 °C); winds gusting up to 15.9 miles per hour (25.6 km/h)[2]","N","watkins_glen","1976",1,"1976 United States Grand Prix",0
545,1977,3,"South African Grand Prix",05-MAR-77,"\N","http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix",,8,3,"Sunny","N","kyalami","1977",1,"1977 South African Grand Prix",0
529,1978,3,"South African Grand Prix",04-MAR-78,"\N","http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix",,18,3,"Dry","N","kyalami","1978",1,"1978 South African Grand Prix",0
541,1978,15,"United States Grand Prix",01-OCT-78,"\N","http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix",,12,0,"Cloudy, dry","N","watkins_glen","1978",1,"1978 United States Grand Prix",0
514,1979,3,"South African Grand Prix",03-MAR-79,"\N","http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix",,13,5,"Wet","Y","kyalami","1979",1,"1979 South African Grand Prix",0
526,1979,15,"United States Grand Prix",07-OCT-79,"\N","http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix",,23,9,"Rain with temperatures reaching a maximum of 59 °F (15 °C); wind speeds up to 15 miles per hour (24 km/h)[1]","Y","watkins_glen","1979",1,"1979 United States Grand Prix",0
500,1980,3,"South African Grand Prix",01-MAR-80,"\N","http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix",,16,6,"Dry","N","kyalami","1980",1,"1980 South African Grand Prix",0
511,1980,14,"United States Grand Prix",05-OCT-80,"\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix",,15,5,"Cloudy and dry with temperatures reaching up to 54 °F (12 °C); wind speeds up to 8 miles per hour (13 km/h)[1]","N","watkins_glen","1980",1,"1980 United States Grand Prix",0
467,1982,1,"South African Grand Prix",23-JAN-82,"\N","http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix",,13,3,"Dry","N","kyalami","1982",1,"1982 South African Grand Prix",0
466,1983,15,"South African Grand Prix",15-OCT-83,"\N","http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix",,15,1,"Dry","N","kyalami","1983",1,"1983 South African Grand Prix",0
437,1984,2,"South African Grand Prix",07-APR-84,"\N","http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix",,16,0,"Dry","N","kyalami","1984",1,"1984 South African Grand Prix",0
434,1985,15,"South African Grand Prix",19-OCT-85,"\N","http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix",,14,4,"Dry","N","kyalami","1985",1,"1985 South African Grand Prix",0
360,1989,5,"United States Grand Prix",04-JUN-89,"\N","http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix",,32,4,"Hot, sunny, 36C (97F) [1]","N","phoenix","1989",1,"1989 United States Grand Prix",0
321,1990,1,"United States Grand Prix",11-MAR-90,"\N","http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix",,21,2,"Cloudy and cool with temperatures reaching up to 18 °C (64 °F)[1]","N","phoenix","1990",1,"1990 United States Grand Prix",0
305,1991,1,"United States Grand Prix",10-MAR-91,"\N","http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix",,25,2,"Overcast25 °C (77 °F)[1]","N","phoenix","1991",1,"1991 United States Grand Prix",0
289,1992,1,"South African Grand Prix",01-MAR-92,"\N","http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix",,17,0,"Hot, dry and dull","N","kyalami","1992",1,"1992 South African Grand Prix",0
273,1993,1,"South African Grand Prix",14-MAR-93,"\N","http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix",,21,11,"Very hot and humid, with torrential thunderstorms. Air temp: 33 °C (91 °F)","Y","kyalami","1993",1,"1993 South African Grand Prix",0
172,2000,15,"United States Grand Prix",24-SEP-00,"\N","http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix",,10,2,"Cloudy, drying, Air 12 °C (54 °F), Track 14 °C (57 °F)","N","indianapolis","2000",1,"2000 United States Grand Prix",253
156,2001,16,"United States Grand Prix",30-SEP-01,"\N","http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix",,8,1,"Sunny, cool, Air: 19–21 °C (66–70 °F), Track 27 °C (81 °F)","N","indianapolis","2001",1,"2001 United States Grand Prix",116
139,2002,16,"United States Grand Prix",29-SEP-02,"\N","http://en.wikipedia.org/wiki/2002_United_States_Grand_Prix",,4,0,"Sunny with temperatures reaching up to 80.1 °F (26.7 °C); wind speeds approaching a maximum of 10.1 miles per hour (16.3 km/h)[1] Track 93 °F (34 °C)","N","indianapolis","2002",1,"2002 United States Grand Prix",106
122,2003,15,"United States Grand Prix",28-SEP-03,"\N","http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix",,9,5,"Scattered showers with temperatures up to 69.1 °F (20.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1]","Y","indianapolis","2003",1,"2003 United States Grand Prix",185
98,2004,9,"United States Grand Prix",20-JUN-04,"\N","http://en.wikipedia.org/wiki/2004_United_States_Grand_Prix",,11,4,"Fine with temperatures reaching up to 24 °C (75 °F); wind speeds approaching speeds of 17.9 kilometres per hour (11.1 mph)[1]","N","indianapolis","2004",1,"2004 United States Grand Prix",93
62,2006,10,"United States Grand Prix",02-JUL-06,"14:00:00","http://en.wikipedia.org/wiki/2006_United_States_Grand_Prix",,12,10,"Sunny, hot","N","indianapolis","2006",1,"2006 United States Grand Prix",38
42,2007,7,"United States Grand Prix",17-JUN-07,"17:00:00","http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix",,7,4,"Warm (33C/91F) and clear","N","indianapolis","2007",1,"2007 United States Grand Prix",121
497,1981,15,"Caesars Palace Grand Prix",17-OCT-81,"\N","http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix",,18,1,"Sunny with temperatures reaching up to 75 °F (24 °C); wind speeds approaching speeds up to 11.1 miles per hour (17.9 km/h)[1]","N","las_vegas","1981",1,"1981 Caesars Palace Grand Prix",0
562,1976,3,"United States Grand Prix West",28-MAR-76,"\N","http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West",,17,4,"Hot and sunny with temperatures reaching up to 70 °F (21 °C); wind speeds approaching speeds up to 15 miles per hour (24 km/h)[2]","N","long_beach","1976",1,"1976 United States Grand Prix West",0
546,1977,4,"United States Grand Prix West",03-APR-77,"\N","http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West",,12,3,"Sunny with temperatures reaching up to 68 °F (20 °C); winds gusting up to 10.9 miles per hour (17.5 km/h)[1]","N","long_beach","1977",1,"1977 United States Grand Prix West",0
530,1978,4,"United States Grand Prix West",02-APR-78,"\N","http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West",,19,6,"Scattered clouds 17 °C (63 °F)[1]","N","long_beach","1978",1,"1978 United States Grand Prix West",0
501,1980,4,"United States Grand Prix West",30-MAR-80,"\N","http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West",,17,7,"Sunny and warm with temperatures reaching up to 81 °F (27 °C); wind speeds up to 10.9 miles per hour (17.5 km/h)[1]","N","long_beach","1980",1,"1980 United States Grand Prix West",0
483,1981,1,"United States Grand Prix West",15-MAR-81,"\N","http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West",,21,9,"Sunny and warm with temperatures reaching up to 71.1 °F (21.7 °C); wind speeds approaching 10.9 miles per hour (17.5 km/h)[1]","N","long_beach","1981",1,"1981 United States Grand Prix West",0
469,1982,3,"United States Grand Prix West",04-APR-82,"\N","http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West",,21,13,"Clear and warm with temperatures reaching up to 63.9 °F (17.7 °C); wind speeds approaching speeds up to 11.8 miles per hour (19.0 km/h)[1]","N","long_beach","1982",1,"1982 United States Grand Prix West",0
453,1983,2,"United States Grand Prix West",27-MAR-83,"\N","http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West",,17,7,"Sunny and warm with temperatures reaching up to 65.8 °F (18.8 °C); wind speeds approaching speeds up to 9.9 miles per hour (15.9 km/h)[1]","N","long_beach","1983",1,"1983 United States Grand Prix West",0
416,1986,13,"Italian Grand Prix",07-SEP-86,"\N","http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix",,17,3,"Dry","N","monza","1986",1,"1986 Italian Grand Prix",0
405,1986,2,"Spanish Grand Prix",13-APR-86,"\N","http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix",,17,2,"Warm, dry and sunny","N","jerez","1986",1,"1986 Spanish Grand Prix",0
392,1987,5,"Detroit Grand Prix",21-JUN-87,"\N","http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix",,14,5,"Clear with rain showers later on; temperatures reaching up to 78.1 °F (25.6 °C); wind speeds up to 19.6 miles per hour (31.5 km/h)[1]","Y","detroit","1987",1,"1987 Detroit Grand Prix",0
379,1988,8,"British Grand Prix",10-JUL-88,"\N","http://en.wikipedia.org/wiki/1988_British_Grand_Prix",,14,0,"Wet and cool","Y","silverstone","1988",1,"1988 British Grand Prix",0
375,1988,4,"Mexican Grand Prix",29-MAY-88,"\N","http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix",,15,1,"Sunny and hot","N","rodriguez","1988",1,"1988 Mexican Grand Prix",0
363,1989,8,"British Grand Prix",16-JUL-89,"\N","http://en.wikipedia.org/wiki/1989_British_Grand_Prix",,27,3,"Warm, dry, sunny","N","silverstone","1989",1,"1989 British Grand Prix",0
369,1989,14,"Spanish Grand Prix",01-OCT-89,"\N","http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix",,28,7,"not found","N","jerez","1989",1,"1989 Spanish Grand Prix",0
328,1990,8,"British Grand Prix",15-JUL-90,"\N","http://en.wikipedia.org/wiki/1990_British_Grand_Prix",,22,1,"Hot, dry, sunny","N","silverstone","1990",1,"1990 British Grand Prix",0
828,1951,4,"French Grand Prix",01-JUL-51,"\N","http://en.wikipedia.org/wiki/1951_French_Grand_Prix",,12,1,"Sunny, Hot, Dry","N","reims","1951",1,"1951 French Grand Prix",0
822,1952,6,"German Grand Prix",03-AUG-52,"\N","http://en.wikipedia.org/wiki/1952_German_Grand_Prix",,18,2,"Sunny","N","nurburgring","1952",1,"1952 German Grand Prix",0
802,1954,4,"French Grand Prix",04-JUL-54,"\N","http://en.wikipedia.org/wiki/1954_French_Grand_Prix",,16,0,"Overcast, wet","Y","reims","1954",1,"1954 French Grand Prix",0
788,1956,5,"French Grand Prix",01-JUL-56,"\N","http://en.wikipedia.org/wiki/1956_French_Grand_Prix",,9,1,"not found","N","reims","1956",1,"1956 French Grand Prix",0
779,1957,4,"French Grand Prix",07-JUL-57,"\N","http://en.wikipedia.org/wiki/1957_French_Grand_Prix",,8,2,"not found","N","essarts","1957",1,"1957 French Grand Prix",0
777,1957,2,"Monaco Grand Prix",19-MAY-57,"\N","http://en.wikipedia.org/wiki/1957_Monaco_Grand_Prix",,17,5,"not found","N","monaco","1957",1,"1957 Monaco Grand Prix",0
772,1958,8,"German Grand Prix",03-AUG-58,"\N","http://en.wikipedia.org/wiki/1958_German_Grand_Prix",,15,3,"not found","N","nurburgring","1958",1,"1958 German Grand Prix",0
761,1959,6,"German Grand Prix",02-AUG-59,"\N","http://en.wikipedia.org/wiki/1959_German_Grand_Prix",,8,1,"Dry and dull.","N","avus","1959",1,"1959 German Grand Prix",0
747,1960,2,"Monaco Grand Prix",29-MAY-60,"\N","http://en.wikipedia.org/wiki/1960_Monaco_Grand_Prix",,17,1,"not found","N","monaco","1960",1,"1960 Monaco Grand Prix",0
738,1961,1,"Monaco Grand Prix",14-MAY-61,"\N","http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix",,12,1,"Sunny","N","monaco","1961",1,"1961 Monaco Grand Prix",0
734,1962,6,"German Grand Prix",05-AUG-62,"\N","http://en.wikipedia.org/wiki/1962_German_Grand_Prix",,15,2,"Heavy rain showers","Y","nurburgring","1962",1,"1962 German Grand Prix",0
724,1963,6,"German Grand Prix",04-AUG-63,"\N","http://en.wikipedia.org/wiki/1963_German_Grand_Prix",,20,6,"Warm, dry and sunny","N","nurburgring","1963",1,"1963 German Grand Prix",0
714,1964,6,"German Grand Prix",02-AUG-64,"\N","http://en.wikipedia.org/wiki/1964_German_Grand_Prix",,14,2,"Dry","N","nurburgring","1964",1,"1964 German Grand Prix",0
634,1971,3,"Monaco Grand Prix",23-MAY-71,"\N","http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix",,12,4,"Overcast","N","monaco","1971",1,"1971 Monaco Grand Prix",0
627,1972,8,"German Grand Prix",30-JUL-72,"\N","http://en.wikipedia.org/wiki/1972_German_Grand_Prix",,13,2,"not found","N","nurburgring","1972",1,"1972 German Grand Prix",0
615,1973,11,"German Grand Prix",05-AUG-73,"\N","http://en.wikipedia.org/wiki/1973_German_Grand_Prix",,6,2,"Dry","N","nurburgring","1973",1,"1973 German Grand Prix",0
598,1974,9,"French Grand Prix",07-JUL-74,"\N","http://en.wikipedia.org/wiki/1974_French_Grand_Prix",,14,2,"not found","N","dijon","1974",1,"1974 French Grand Prix",0
584,1975,9,"French Grand Prix",06-JUL-75,"\N","http://en.wikipedia.org/wiki/1975_French_Grand_Prix",,8,0,"Dry and sunny","N","ricard","1975",1,"1975 French Grand Prix",0
580,1975,5,"Monaco Grand Prix",11-MAY-75,"\N","http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix",,17,7,"Rain, later drying","Y","monaco","1975",1,"1975 Monaco Grand Prix",0
565,1976,6,"Monaco Grand Prix",30-MAY-76,"\N","http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix",,13,5,"Dry","N","monaco","1976",1,"1976 Monaco Grand Prix",0
548,1977,6,"Monaco Grand Prix",22-MAY-77,"\N","http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix",,14,0,"Dry","N","monaco","1977",1,"1977 Monaco Grand Prix",0
537,1978,11,"German Grand Prix",30-JUL-78,"\N","http://en.wikipedia.org/wiki/1978_German_Grand_Prix",,20,4,"Dry","N","hockenheimring","1978",1,"1978 German Grand Prix",0
521,1979,10,"German Grand Prix",29-JUL-79,"\N","http://en.wikipedia.org/wiki/1979_German_Grand_Prix",,15,2,"Dry","N","hockenheimring","1979",1,"1979 German Grand Prix",0
506,1980,9,"German Grand Prix",10-AUG-80,"\N","http://en.wikipedia.org/wiki/1980_German_Grand_Prix",,11,0,"Overcast, Dry","N","hockenheimring","1980",1,"1980 German Grand Prix",0
492,1981,10,"German Grand Prix",02-AUG-81,"\N","http://en.wikipedia.org/wiki/1981_German_Grand_Prix",,16,1,"Wet / Dry","Y","hockenheimring","1981",1,"1981 German Grand Prix",0
478,1982,12,"German Grand Prix",08-AUG-82,"\N","http://en.wikipedia.org/wiki/1982_German_Grand_Prix",,18,3,"Dry","N","hockenheimring","1982",1,"1982 German Grand Prix",0
378,1988,7,"French Grand Prix",03-JUL-88,"\N","http://en.wikipedia.org/wiki/1988_French_Grand_Prix",,16,1,"Sunny and hot","N","ricard","1988",1,"1988 French Grand Prix",0
362,1989,7,"French Grand Prix",09-JUL-89,"\N","http://en.wikipedia.org/wiki/1989_French_Grand_Prix",,27,0,"Hot, dry, sunny","N","ricard","1989",1,"1989 French Grand Prix",0
327,1990,7,"French Grand Prix",08-JUL-90,"\N","http://en.wikipedia.org/wiki/1990_French_Grand_Prix",,19,0,"Hot, dry, sunny","N","ricard","1990",1,"1990 French Grand Prix",0
324,1990,4,"Monaco Grand Prix",27-MAY-90,"\N","http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix",,29,3,"Warm, dry, sunny","N","monaco","1990",1,"1990 Monaco Grand Prix",0
313,1991,9,"German Grand Prix",28-JUL-91,"\N","http://en.wikipedia.org/wiki/1991_German_Grand_Prix",,22,2,"Hot and sunny","N","hockenheimring","1991",1,"1991 German Grand Prix",0
298,1992,10,"German Grand Prix",26-JUL-92,"\N","http://en.wikipedia.org/wiki/1992_German_Grand_Prix",,17,3,"Dry","N","hockenheimring","1992",1,"1992 German Grand Prix",0
282,1993,10,"German Grand Prix",25-JUL-93,"\N","http://en.wikipedia.org/wiki/1993_German_Grand_Prix",,10,4,"Dry","N","hockenheimring","1993",1,"1993 German Grand Prix",0
263,1994,7,"French Grand Prix",03-JUL-94,"\N","http://en.wikipedia.org/wiki/1994_French_Grand_Prix",,18,6,"Sunny","N","magny_cours","1994",1,"1994 French Grand Prix",0
